Temperature,Humidity,Rainfall_1h,Rainfall_3h,pH,Clay_Content,Sand_Content,Silt_Content,CEC,Crop
72.98,179.708,47.2,169.87,3.78,88.78,150.71,180.31,80.71,Coconut
43.49,148.384,178.49,77.06,1.94,117.16,106.29,77.14,58.68,Orange
64.69,194.812,170.95,170.37,8.18,194.85,62.45,87.76,18.34,Bamboo
64.0,83.302,82.84,147.11,0.28,143.82,160.01,90.58,2.78,Coconut
51.47,36.936,7.21,161.84,2.68,5.68,120.78,107.85,91.54,Chickpea
3.51,9.073,81.74,83.97,8.3,145.92,147.79,68.58,90.79,Papaya
17.03,156.646,105.18,40.95,1.42,73.5,136.12,178.51,61.43,Pearl Millet
1.91,79.176,1.59,25.71,5.15,40.31,65.53,179.04,58.57,Pearl Millet
68.68,1.559,35.05,133.71,0.89,98.24,114.2,19.42,91.89,Carrot
99.4,61.152,40.48,89.66,2.23,150.09,147.37,97.07,69.4,Cotton
1.21,127.747,53.52,89.97,4.01,60.72,161.58,195.36,55.47,Tomato
84.93,86.638,94.35,97.14,1.42,97.1,40.53,196.67,51.03,Barley
15.1,56.345,77.44,23.27,8.16,18.37,96.2,170.6,18.34,Orange
42.41,78.995,180.46,15.94,4.89,198.7,132.35,112.57,69.16,Pistachio
72.97,113.235,177.53,166.57,9.7,160.74,178.6,65.66,33.65,Chickpea
28.12,49.872,71.36,77.09,3.17,33.79,168.26,38.48,34.6,Barley
55.16,113.917,27.34,66.82,5.04,137.39,152.14,154.92,24.28,Bamboo
60.71,104.94,17.39,18.59,7.72,198.97,153.78,167.41,7.99,Pearl Millet
39.44,130.161,160.33,199.88,8.57,79.67,195.0,20.03,50.74,Pearl Millet
35.35,99.173,88.88,0.78,7.93,174.16,87.55,90.14,76.22,Sesame
61.74,192.486,67.74,66.02,1.44,140.17,137.71,120.34,60.65,Pearl Millet
98.32,23.242,134.0,79.63,1.39,93.77,124.26,148.33,40.39,Mango
81.42,143.967,107.51,94.64,4.98,73.81,7.61,69.83,46.6,Mango
60.14,38.363,183.78,116.48,9.83,183.4,97.38,156.02,87.57,Onion
81.54,163.102,130.01,58.53,7.2,71.37,68.69,82.13,87.08,Barley
0.2,9.128,146.35,170.48,5.86,88.11,89.05,11.0,59.03,Onion
71.08,154.743,100.88,76.1,1.26,2.79,80.14,195.16,0.01,Cabbage
17.27,126.303,96.32,118.79,2.54,174.39,102.47,86.2,41.15,Tomato
56.17,7.487,88.95,15.09,9.01,26.46,27.02,181.99,84.16,Pistachio
85.46,168.404,50.86,105.43,3.97,118.85,168.56,109.2,9.81,Barley
53.95,125.274,49.27,184.61,8.55,163.55,157.09,19.65,62.04,Rye
2.08,102.793,113.79,3.19,4.38,149.47,134.03,182.55,86.91,Onion
54.92,40.377,139.54,86.57,3.0,34.36,146.92,124.01,8.81,Pistachio
96.59,82.996,66.12,133.35,6.26,193.3,126.15,173.22,1.25,Carrot
75.56,194.753,116.86,78.9,5.3,4.14,28.83,56.68,37.02,Coconut
72.95,147.22,154.68,71.65,8.32,95.54,15.81,114.73,35.19,Orange
95.4,99.003,197.53,114.39,0.03,148.49,151.07,96.46,68.22,Pearl Millet
66.86,26.528,141.39,110.2,4.88,64.62,119.46,10.29,28.18,Bamboo
45.66,159.389,135.45,174.55,0.91,54.75,63.89,79.17,19.81,Barley
8.62,56.136,195.97,142.74,7.37,121.43,131.47,104.91,94.91,Onion
97.43,167.941,111.33,128.28,9.7,65.94,91.28,106.73,14.97,Cabbage
51.91,27.255,117.47,182.83,6.57,10.31,167.53,97.54,21.57,Rye
82.46,110.699,9.07,109.11,2.04,122.76,187.05,60.99,43.7,Coconut
82.56,104.973,157.11,89.99,8.36,39.88,144.19,76.4,64.81,Bamboo
28.6,199.971,199.35,83.1,3.4,43.09,64.58,28.69,18.94,Rye
82.02,111.954,131.54,70.62,5.93,135.7,58.35,148.2,10.67,Pearl Millet
68.17,42.113,78.35,76.58,3.49,178.93,190.99,34.56,35.89,Ginger
2.61,103.025,131.92,154.87,7.9,116.36,24.78,162.97,50.09,Sesame
99.86,138.725,46.0,142.67,8.24,47.94,178.08,119.38,51.85,Onion
10.49,56.934,18.67,63.31,0.63,140.39,74.6,54.09,64.09,Ginger
97.32,107.906,136.11,100.19,6.65,183.06,155.82,41.08,21.02,Onion
61.45,122.355,14.23,14.66,7.12,84.17,32.75,160.31,37.57,Chickpea
75.73,179.431,27.77,151.26,4.89,128.75,13.81,60.36,8.82,Cotton
84.53,63.116,124.27,165.15,0.69,54.73,159.66,112.69,22.27,Tomato
97.02,82.331,181.54,118.1,1.72,95.62,118.85,135.12,30.57,Pearl Millet
1.63,60.881,191.02,117.67,8.23,188.42,46.63,84.7,98.31,Chickpea
12.99,166.486,99.02,50.55,5.43,57.66,4.73,104.52,31.51,Pistachio
25.44,139.16,153.04,81.45,2.12,114.01,196.77,69.44,4.8,Chickpea
40.66,78.946,36.15,181.79,5.85,112.28,182.56,37.06,55.99,Cotton
85.23,100.4,176.94,65.36,4.46,18.24,195.22,89.85,54.64,Cotton
69.05,168.988,104.2,191.95,2.28,37.98,190.21,139.92,20.75,Tomato
22.86,40.914,81.86,35.5,4.39,95.16,59.92,8.78,90.5,Carrot
79.86,125.987,141.08,127.72,3.97,28.73,196.84,117.35,76.14,Cotton
24.15,123.951,120.32,1.78,9.4,105.87,38.13,56.42,35.14,Pearl Millet
76.48,24.31,71.51,177.42,6.93,50.47,98.21,41.57,14.43,Mango
23.3,179.729,158.62,111.24,0.53,115.87,42.32,183.0,3.43,Papaya
36.76,30.84,70.43,121.55,5.36,155.48,103.93,99.38,41.21,Onion
41.67,23.944,19.96,190.19,6.37,90.1,145.87,164.56,32.45,Papaya
94.13,186.186,199.78,131.77,3.74,195.75,7.96,38.98,15.23,Onion
63.79,154.534,26.13,124.73,5.43,131.39,28.04,124.5,61.29,Tomato
92.19,63.243,168.3,187.52,9.31,174.97,175.51,164.0,77.42,Pistachio
54.6,20.852,17.72,36.08,5.85,123.8,75.85,144.48,56.59,Tomato
38.9,24.155,69.86,105.71,2.48,139.99,181.91,29.24,43.23,Carrot
29.61,92.503,2.93,187.13,8.88,97.08,117.08,104.63,73.95,Onion
33.63,13.421,198.37,36.34,8.19,158.03,157.34,188.53,52.02,Cotton
31.11,196.741,67.88,189.12,1.72,199.14,53.24,103.22,8.28,Rye
25.68,140.593,179.55,64.11,1.17,199.27,46.76,63.19,18.54,Cabbage
88.89,184.093,10.58,164.65,1.73,70.36,109.62,167.32,89.7,Tomato
8.27,105.213,199.65,149.5,1.77,120.87,59.74,110.55,16.32,Rye
59.72,42.528,146.48,3.64,4.58,59.66,4.06,154.42,61.86,Mango
23.52,162.282,89.06,182.59,6.99,64.01,148.64,134.89,31.69,Papaya
17.97,40.667,171.21,64.57,9.24,103.01,54.32,53.56,30.74,Rye
99.18,128.272,58.15,36.17,3.64,165.75,65.71,41.34,57.0,Ginger
41.52,110.296,133.73,198.16,9.67,116.08,43.29,70.85,31.13,Pearl Millet
30.72,26.444,14.01,100.59,0.29,64.04,60.29,162.55,16.54,Tomato
85.28,74.586,23.57,175.35,4.17,36.44,11.24,15.59,36.86,Pearl Millet
29.8,183.62,30.2,4.3,1.55,190.32,169.25,116.42,15.76,Chickpea
26.62,156.626,106.89,158.23,3.17,26.47,180.44,175.15,75.38,Barley
14.27,126.85,78.18,51.39,6.64,20.02,148.08,120.86,25.88,Onion
17.06,140.204,130.85,27.87,6.64,121.0,132.01,170.85,11.0,Rye
35.71,172.504,187.61,123.49,7.5,3.67,36.06,150.98,6.79,Sesame
66.21,154.981,175.0,51.06,9.88,44.77,183.12,153.55,28.65,Pistachio
30.48,31.915,161.62,161.64,1.84,157.85,12.83,116.67,87.39,Papaya
94.51,194.585,88.97,119.68,6.22,3.33,78.61,112.24,4.81,Tomato
86.75,97.76,131.55,0.41,6.59,142.04,113.1,192.33,41.64,Cabbage
99.56,139.223,178.09,197.33,8.29,44.39,126.36,123.77,11.21,Barley
77.28,137.791,151.14,88.86,3.13,33.93,18.06,18.36,43.59,Cabbage
67.96,132.082,79.44,78.62,5.28,131.06,22.35,182.19,23.6,Carrot
44.38,117.698,75.04,77.13,5.89,162.8,92.35,196.86,78.75,Pistachio
32.78,79.89,72.23,5.93,0.89,53.11,132.32,152.41,94.86,Papaya
24.2,110.226,2.21,168.44,3.3,60.86,29.35,105.29,83.08,Pearl Millet
4.29,17.535,83.81,88.39,3.32,121.6,173.57,103.29,6.54,Tomato
73.3,53.726,75.09,149.75,7.31,41.98,102.96,52.34,75.91,Pistachio
80.84,55.162,152.43,184.47,5.37,77.33,46.36,190.75,43.06,Orange
4.94,111.15,142.05,55.19,5.19,44.11,110.62,38.17,63.94,Papaya
59.16,6.684,74.58,141.04,2.03,132.46,141.57,1.99,92.52,Pearl Millet
14.75,46.938,8.71,194.28,9.19,82.27,121.73,41.6,40.51,Tomato
55.06,121.965,121.77,25.1,0.36,48.15,82.82,57.54,16.0,Papaya
96.34,63.939,104.76,163.9,8.52,82.6,89.29,118.55,60.55,Tomato
41.48,23.518,20.75,87.94,6.82,155.69,93.14,105.15,74.35,Papaya
69.22,125.168,3.45,140.07,0.7,138.88,79.91,120.61,0.11,Ginger
94.69,69.79,188.76,35.1,1.74,102.81,165.37,177.35,29.79,Cotton
56.79,110.991,142.98,103.81,4.78,132.33,153.59,160.44,63.22,Bamboo
22.86,6.259,19.92,46.95,9.89,26.81,17.35,61.06,12.43,Coconut
57.04,103.257,79.13,165.5,4.36,7.06,76.44,142.5,73.95,Pistachio
40.68,21.773,53.17,73.91,5.69,184.66,176.39,82.21,84.75,Sesame
60.34,144.041,84.23,160.71,1.36,162.5,139.08,131.53,71.61,Sesame
51.96,176.955,133.81,26.62,0.97,148.75,170.22,24.16,89.69,Pistachio
58.65,88.54,24.07,91.8,3.54,19.93,174.24,130.24,70.63,Barley
38.43,65.212,194.14,103.19,2.0,39.04,61.47,25.17,70.88,Orange
78.38,29.844,123.33,41.27,9.31,7.4,198.61,190.02,80.28,Bamboo
70.87,147.863,175.39,96.88,4.84,114.97,167.09,32.34,74.48,Coconut
86.27,110.64,111.51,137.42,9.4,57.65,75.15,133.21,42.29,Rye
6.45,166.949,96.52,127.31,7.22,167.72,19.05,153.99,79.67,Bamboo
55.79,99.241,196.57,92.08,0.95,5.19,187.77,113.85,40.4,Pistachio
80.76,90.601,192.91,79.28,7.2,28.09,108.01,68.74,6.15,Pearl Millet
55.1,140.654,87.96,193.18,5.83,12.5,56.98,13.36,40.91,Bamboo
55.21,24.103,62.27,170.73,1.51,185.39,54.8,34.01,12.13,Coconut
85.56,83.897,68.42,64.46,6.31,138.93,45.59,74.23,77.1,Coconut
71.73,70.26,86.57,85.52,7.23,164.34,159.98,20.8,28.48,Sesame
66.45,17.99,49.97,199.74,6.61,42.06,162.07,32.24,41.16,Carrot
13.99,54.06,142.36,3.04,6.83,40.08,22.73,192.35,48.16,Cabbage
37.09,154.084,53.24,130.36,5.13,39.74,164.64,138.08,19.56,Papaya
48.03,158.579,98.12,2.4,2.75,125.36,74.66,92.12,43.02,Tomato
92.22,184.272,79.29,139.29,5.65,114.58,25.88,121.34,77.34,Carrot
65.54,63.483,110.28,14.73,3.16,112.93,15.36,119.86,2.07,Cabbage
92.14,1.345,62.54,165.68,5.11,1.72,39.96,116.24,1.3,Mango
85.95,159.379,36.36,25.09,2.13,136.16,46.54,7.83,6.66,Onion
18.71,128.795,48.38,132.59,6.31,92.76,123.12,157.08,52.1,Chickpea
7.31,175.915,186.25,19.92,3.09,116.52,86.97,70.66,34.98,Cabbage
67.31,140.676,113.45,25.66,5.48,81.9,74.35,179.9,18.61,Orange
18.97,135.514,199.35,62.09,2.31,108.35,13.6,19.33,94.85,Carrot
26.62,186.592,187.75,24.29,7.03,120.7,151.89,27.87,56.88,Sesame
43.84,53.878,0.2,113.84,9.61,196.71,61.45,183.68,40.98,Cabbage
71.11,146.698,109.47,106.45,2.93,104.4,90.68,51.31,90.92,Orange
53.61,77.537,73.79,21.97,4.36,43.0,78.56,171.94,36.39,Tomato
43.79,11.187,197.5,12.15,3.41,105.76,154.1,189.42,97.54,Rye
41.13,24.38,75.47,2.71,6.69,20.25,74.02,64.52,26.87,Sesame
34.15,147.333,39.49,12.79,1.29,172.58,161.14,39.61,22.4,Orange
85.24,193.13,163.36,196.3,5.46,116.07,108.2,105.12,43.99,Chickpea
63.75,11.348,56.68,62.16,7.84,21.52,139.43,145.0,65.56,Barley
73.66,51.855,111.06,14.07,0.46,73.94,15.38,191.09,83.46,Carrot
86.78,55.436,197.46,67.9,2.27,6.65,197.9,163.39,8.64,Papaya
77.81,128.521,101.19,80.23,2.39,64.71,115.03,41.85,24.74,Cabbage
69.83,114.152,58.39,90.25,4.78,10.59,25.32,89.76,32.82,Tomato
91.77,61.877,30.18,68.15,4.92,140.76,135.36,129.6,1.72,Sesame
94.84,97.795,96.14,122.83,2.46,92.59,172.39,102.0,45.78,Coconut
82.21,72.298,139.25,15.54,2.2,169.5,170.58,12.33,56.69,Chickpea
26.02,86.84,103.12,146.14,4.38,17.99,109.17,3.26,30.13,Carrot
67.34,40.52,81.5,49.84,1.3,112.93,60.15,54.77,39.38,Tomato
13.93,110.786,148.49,84.03,4.3,179.91,141.35,153.22,34.37,Tomato
93.64,24.752,126.3,101.83,5.48,21.95,87.78,87.2,80.49,Sesame
83.89,89.633,151.16,12.54,0.25,151.66,98.74,160.86,96.73,Ginger
48.36,26.853,138.89,95.9,4.28,80.8,161.24,61.16,34.56,Cabbage
1.24,137.719,17.05,73.72,7.44,5.22,34.59,114.51,90.99,Sesame
62.42,110.009,5.79,188.76,0.46,176.41,136.96,57.76,49.06,Rye
69.44,43.851,109.61,57.03,2.37,137.52,23.07,195.94,92.55,Carrot
87.53,170.053,81.82,185.61,6.69,37.99,89.64,76.86,17.71,Ginger
61.56,49.391,84.12,67.84,1.13,114.25,118.39,131.43,77.76,Onion
72.89,42.66,149.34,23.96,0.54,73.17,153.01,72.74,77.21,Sesame
85.94,144.165,80.63,9.77,2.14,156.58,12.34,38.21,33.84,Cotton
55.21,154.472,195.45,177.07,0.48,47.89,133.38,158.08,21.85,Pearl Millet
31.27,105.95,111.1,114.01,2.6,150.39,90.77,70.82,56.49,Bamboo
40.14,169.345,92.48,17.95,7.59,101.28,129.15,77.09,21.41,Rye
93.48,19.289,112.94,192.77,8.96,111.54,34.21,124.95,58.72,Pistachio
4.1,81.389,1.1,50.6,3.83,172.22,38.44,106.32,1.88,Ginger
31.69,93.664,75.45,128.53,4.84,180.95,164.02,141.94,21.88,Papaya
17.7,75.698,177.92,53.68,4.64,141.39,26.04,30.33,83.94,Pearl Millet
17.45,100.24,113.32,86.05,2.68,90.71,47.12,182.11,72.47,Onion
13.09,84.602,18.12,134.1,0.95,123.66,158.32,22.07,52.46,Pistachio
7.46,114.223,23.45,175.28,5.76,8.92,18.88,130.34,3.24,Orange
1.37,149.495,43.89,13.44,5.42,1.24,48.44,170.22,29.16,Ginger
68.05,55.964,63.95,156.18,5.44,16.09,43.52,124.36,93.52,Pistachio
2.89,133.874,48.57,135.97,4.15,124.09,122.49,191.69,74.73,Rye
32.0,129.941,97.64,172.02,7.62,112.79,188.03,164.37,56.72,Pearl Millet
44.29,125.668,154.21,67.1,9.51,79.73,77.03,131.63,61.84,Coconut
41.43,109.281,109.01,59.15,8.16,54.42,129.07,92.07,50.21,Chickpea
12.0,167.071,124.22,46.51,5.63,62.76,30.31,26.22,95.58,Papaya
70.48,181.503,35.65,83.73,4.32,72.74,86.76,112.75,96.15,Sesame
0.49,115.786,189.64,20.78,3.36,112.51,55.82,113.04,89.14,Rye
41.28,182.701,60.6,25.61,3.47,29.74,149.94,1.29,77.35,Cotton
36.34,79.51,158.83,185.42,5.77,193.36,31.51,81.85,88.0,Coconut
26.89,8.755,163.7,149.22,7.78,155.3,146.96,80.99,76.59,Pearl Millet
67.3,193.409,136.95,189.62,1.88,55.36,180.25,108.71,17.62,Cotton
94.58,100.058,66.13,171.66,1.23,10.25,93.57,124.5,27.38,Pearl Millet
4.81,143.081,11.32,121.98,2.84,143.53,18.13,120.68,24.94,Pistachio
84.98,107.591,146.84,55.34,5.2,4.7,125.16,187.1,96.54,Pearl Millet
51.01,175.941,156.19,6.93,3.73,20.25,100.25,49.77,30.72,Cotton
15.31,87.346,74.01,171.3,4.52,7.62,122.79,122.21,10.93,Coconut
4.9,43.719,80.37,123.65,5.35,69.23,66.53,59.91,89.76,Sesame
27.39,175.278,18.55,157.37,4.75,121.57,163.09,109.68,74.42,Pistachio
90.77,68.905,73.5,115.1,2.38,5.31,173.3,32.9,59.93,Mango
61.48,171.161,183.64,13.09,0.72,198.18,188.36,69.57,4.21,Onion
66.85,192.415,174.98,116.4,9.6,45.33,148.1,88.45,34.57,Tomato
46.04,117.011,113.89,106.11,0.79,175.22,63.46,104.56,8.61,Onion
84.55,180.155,155.08,32.08,3.29,142.15,126.14,193.08,76.05,Coconut
72.71,23.348,194.57,97.47,1.9,144.83,150.92,55.34,97.59,Mango
61.59,22.178,61.48,193.15,9.55,188.94,115.84,11.56,13.48,Sesame
59.25,138.844,122.08,153.49,3.37,110.94,190.84,196.64,22.19,Ginger
85.27,1.599,166.71,42.15,6.81,132.73,129.2,88.45,76.78,Tomato
49.76,5.942,65.21,38.95,8.38,136.72,115.71,10.05,62.81,Ginger
89.35,136.841,126.46,62.12,4.6,66.44,89.63,178.92,93.75,Pearl Millet
50.43,74.723,43.06,104.85,4.89,114.86,117.22,62.86,60.55,Papaya
81.39,144.197,163.61,32.2,9.63,3.42,162.53,95.23,48.25,Sesame
65.48,122.886,48.0,121.37,2.18,196.7,126.11,5.51,43.59,Papaya
57.25,178.055,114.86,182.87,5.18,164.04,147.02,84.94,16.74,Mango
97.34,85.909,80.7,81.62,5.55,4.99,161.62,15.45,86.91,Orange
74.49,39.794,69.94,144.21,7.57,153.04,179.98,6.38,11.61,Coconut
66.33,136.451,197.65,47.76,9.03,110.84,123.88,181.72,12.98,Mango
24.26,80.001,104.66,189.64,6.7,2.24,93.74,163.7,52.75,Tomato
78.31,41.395,166.4,76.76,3.13,8.02,49.22,59.46,51.91,Tomato
67.65,97.771,1.29,94.79,0.92,73.77,18.41,143.11,39.15,Coconut
10.22,119.301,149.79,13.22,5.94,163.49,7.3,164.46,76.74,Chickpea
41.71,97.929,76.72,102.44,5.54,37.77,119.98,76.86,13.05,Papaya
13.96,97.641,105.23,170.28,2.84,169.17,113.24,135.21,85.13,Orange
66.88,37.127,13.95,52.45,9.44,32.98,22.62,9.65,1.95,Ginger
14.33,22.323,158.9,131.27,9.14,40.53,190.74,25.29,40.32,Pearl Millet
46.26,40.734,115.08,191.5,8.28,86.19,158.78,158.0,21.32,Papaya
39.43,117.076,176.36,63.1,9.7,55.37,162.61,28.89,79.75,Chickpea
61.7,84.991,25.86,28.2,3.09,14.27,196.76,192.06,98.67,Onion
82.11,68.327,196.4,8.71,8.27,42.64,151.03,161.08,50.91,Mango
98.72,12.628,54.21,149.43,6.47,14.02,51.76,49.24,43.94,Carrot
64.29,148.796,109.33,151.09,1.49,157.95,52.56,195.8,3.89,Mango
64.15,179.812,154.44,58.35,0.02,118.53,13.66,51.35,18.7,Rye
66.52,152.76,41.31,53.75,2.99,28.54,10.06,36.44,92.06,Barley
57.45,170.671,177.45,165.99,0.37,106.45,69.82,165.61,82.66,Ginger
0.23,157.35,16.04,25.22,9.2,88.96,39.12,193.66,12.46,Sesame
53.66,25.854,37.75,13.64,9.64,92.32,150.5,97.71,78.5,Rye
66.94,132.757,127.94,191.99,3.32,38.34,65.42,7.21,89.84,Carrot
9.23,47.688,107.25,167.2,2.2,122.04,1.18,160.45,7.94,Mango
25.47,39.843,39.72,101.8,5.86,154.85,169.67,172.78,63.83,Papaya
21.94,187.385,146.91,33.85,1.37,19.71,62.03,54.2,26.83,Papaya
10.48,158.697,95.05,122.36,8.56,15.63,147.26,198.73,27.76,Cotton
72.96,92.454,43.18,196.57,2.86,15.63,121.2,42.62,72.36,Cabbage
35.4,21.113,52.85,11.88,3.4,116.03,162.99,108.42,51.53,Barley
67.13,150.519,52.38,143.57,0.69,25.11,173.72,74.83,62.95,Pistachio
29.36,40.259,151.83,32.33,4.09,139.07,117.17,184.87,69.83,Barley
93.61,83.994,121.66,167.57,5.96,40.72,186.43,108.87,61.65,Sesame
27.63,33.01,197.36,56.4,6.69,168.84,115.55,113.66,22.48,Chickpea
39.45,166.194,179.85,153.14,5.42,169.12,57.42,111.81,99.96,Onion
53.94,50.392,188.56,83.03,0.02,191.72,35.07,74.6,65.18,Chickpea
86.8,196.564,195.77,177.91,9.57,178.05,53.63,64.86,52.79,Tomato
70.12,115.314,186.74,182.66,6.37,115.57,51.86,15.65,60.99,Coconut
3.5,126.172,29.82,198.04,7.3,74.91,100.33,194.53,86.9,Chickpea
57.9,57.402,29.96,45.08,0.92,20.58,33.95,159.11,94.88,Carrot
23.21,165.797,127.41,71.27,7.73,95.88,58.45,159.38,73.79,Sesame
67.14,122.89,77.73,10.81,0.83,120.05,27.31,73.96,72.04,Bamboo
81.52,71.462,110.1,74.92,6.03,144.71,72.57,112.94,55.51,Chickpea
43.44,82.132,114.31,31.24,2.95,142.93,26.28,198.6,61.0,Pearl Millet
21.85,135.096,155.92,73.35,4.98,92.7,152.08,74.76,7.25,Cotton
34.87,11.576,82.74,172.47,1.64,103.25,57.51,0.47,12.63,Cotton
14.47,155.61,195.33,132.13,2.6,179.7,165.0,128.83,73.46,Rye
81.14,175.317,155.72,57.09,9.11,137.07,103.38,3.01,33.99,Bamboo
50.86,168.947,164.15,10.66,2.24,83.54,167.19,178.96,82.54,Tomato
95.65,104.147,190.95,147.36,3.33,61.07,5.5,74.29,36.13,Pearl Millet
8.56,77.363,26.36,101.95,4.54,61.33,111.87,146.56,86.98,Cotton
6.12,125.016,128.29,112.26,8.21,197.12,155.97,130.26,11.37,Pearl Millet
31.73,23.926,158.15,18.09,8.55,126.78,181.9,84.91,78.82,Papaya
69.18,78.926,88.87,20.3,2.73,134.87,181.44,110.08,13.52,Tomato
80.92,173.777,140.16,131.03,9.87,107.02,108.59,33.94,98.42,Bamboo
62.38,1.842,195.77,114.16,5.5,33.3,15.35,34.41,23.1,Onion
5.69,123.543,116.88,133.14,6.6,181.74,89.78,10.49,38.57,Rye
37.31,75.523,44.96,74.15,0.94,68.7,45.87,61.76,46.51,Rye
26.91,62.776,40.82,196.37,9.82,30.14,185.59,14.86,11.97,Chickpea
40.67,94.053,67.18,194.68,5.54,128.18,105.6,83.0,39.53,Cotton
19.78,61.913,60.04,179.27,7.28,63.21,38.05,49.44,24.45,Barley
77.0,104.744,166.23,149.13,8.26,67.71,132.89,61.93,21.23,Onion
21.18,98.632,84.26,64.54,3.89,145.56,46.67,91.77,72.88,Chickpea
70.16,10.05,159.81,39.44,6.33,59.46,191.84,125.04,30.19,Ginger
73.05,48.779,71.67,21.51,3.46,9.27,104.17,39.95,15.42,Carrot
94.54,62.556,144.74,171.13,5.16,178.8,4.51,143.8,49.7,Sesame
75.14,43.412,181.94,85.98,7.26,146.74,102.5,182.47,88.33,Cotton
50.63,74.715,163.92,7.4,8.05,21.92,105.74,174.2,79.6,Ginger
9.56,82.268,1.17,73.93,6.18,14.53,129.96,105.09,48.33,Rye
57.43,198.931,125.66,163.26,9.64,107.64,22.11,159.65,76.46,Mango
30.56,135.575,118.34,58.79,5.99,79.84,87.91,184.62,92.03,Pearl Millet
7.06,33.943,133.83,193.79,9.45,166.8,72.05,162.4,75.43,Onion
52.32,66.059,33.88,113.32,8.38,136.0,9.0,54.46,12.24,Coconut
91.74,93.711,24.93,154.51,7.67,110.56,188.78,198.58,37.83,Pistachio
79.44,170.2,55.63,123.32,2.65,28.86,102.79,116.69,24.03,Coconut
5.86,129.848,135.9,145.88,6.31,131.22,39.94,139.21,65.32,Coconut
25.65,24.283,64.73,63.6,0.62,199.96,109.49,116.11,49.55,Barley
57.4,27.388,61.31,168.85,6.79,7.2,182.19,52.49,32.67,Chickpea
52.82,103.296,12.94,191.68,9.44,75.66,116.31,114.25,57.1,Carrot
53.07,35.248,18.02,152.75,4.12,82.51,72.18,61.03,19.84,Barley
91.38,195.844,192.78,169.96,9.43,41.89,17.44,95.62,80.66,Pistachio
76.88,50.045,64.26,197.42,3.79,61.19,157.78,79.5,65.93,Barley
81.16,2.331,188.89,2.67,2.5,46.85,124.65,184.42,89.04,Carrot
18.72,15.486,1.74,5.75,7.93,155.64,33.52,154.69,16.26,Carrot
35.4,22.054,49.09,10.09,6.28,139.42,176.2,169.66,85.95,Sesame
84.05,94.006,198.5,46.48,1.52,33.26,168.91,111.38,50.98,Tomato
90.13,108.762,182.78,53.68,9.02,115.81,97.05,79.1,54.76,Sesame
95.22,46.681,80.6,46.75,3.2,186.81,80.69,22.8,36.78,Orange
51.55,105.758,92.2,103.18,8.57,160.57,40.78,101.24,61.08,Carrot
84.79,19.295,121.2,85.49,9.44,194.45,137.12,61.83,31.73,Onion
88.53,181.193,160.13,198.15,8.62,11.9,61.94,131.6,15.12,Onion
98.71,120.024,149.34,109.95,6.1,154.66,178.04,182.02,69.89,Bamboo
46.98,188.555,24.36,171.89,2.63,135.13,18.87,143.99,99.58,Pearl Millet
46.69,174.983,117.14,136.65,9.21,57.6,107.3,99.86,63.81,Sesame
1.41,13.965,12.06,187.65,3.58,111.65,145.6,51.7,14.24,Pistachio
62.45,96.613,123.45,140.13,0.41,66.02,118.18,118.24,79.18,Pearl Millet
13.25,22.704,78.07,36.86,0.77,183.95,197.84,133.66,61.22,Carrot
20.35,76.13,146.61,191.77,7.09,63.66,24.21,164.69,33.64,Pearl Millet
73.13,173.281,91.65,5.18,1.88,175.96,96.22,197.84,4.92,Mango
34.45,179.856,183.52,15.48,0.97,135.74,151.52,7.71,94.65,Carrot
59.79,163.62,151.88,185.72,9.25,181.1,45.74,74.67,24.62,Papaya
78.43,96.373,182.04,96.19,5.75,79.9,114.46,148.59,64.85,Chickpea
69.36,177.31,132.25,34.19,2.79,43.79,21.48,58.95,29.08,Tomato
7.19,159.052,142.54,86.19,4.2,173.34,182.98,38.9,90.29,Cotton
77.25,182.956,109.25,160.0,6.68,111.78,101.02,183.78,67.57,Carrot
83.04,199.638,145.48,151.56,9.08,82.6,21.19,163.65,17.79,Ginger
59.48,46.264,156.3,190.7,4.25,79.37,186.56,16.89,40.17,Pistachio
87.18,162.357,49.08,97.17,8.68,11.62,131.85,188.12,41.15,Orange
17.75,105.579,37.02,65.64,8.63,144.3,127.76,80.86,22.13,Cotton
87.03,53.306,154.02,96.6,7.58,59.55,62.12,196.29,31.69,Rye
35.7,43.449,33.94,131.26,8.12,52.9,28.53,5.29,23.01,Tomato
92.37,150.843,158.23,180.57,4.99,81.64,184.39,75.65,56.26,Sesame
34.34,65.903,189.62,114.47,3.81,2.69,112.42,50.82,33.34,Barley
39.29,90.625,151.76,34.01,2.52,117.58,42.38,151.34,81.91,Cotton
78.95,75.7,11.32,39.96,1.0,156.12,162.73,88.87,57.6,Papaya
83.85,147.748,157.44,141.4,1.7,2.99,11.62,82.28,1.09,Coconut
99.38,121.345,144.38,26.12,9.38,129.72,129.92,117.13,98.55,Papaya
79.73,30.237,56.32,46.72,1.59,27.45,148.36,4.61,41.37,Orange
21.47,191.95,33.96,8.06,0.04,93.15,132.82,63.62,54.97,Coconut
14.27,112.139,16.88,42.07,2.01,88.32,100.57,7.35,70.74,Papaya
74.13,26.194,16.69,151.26,7.32,180.74,63.35,185.82,79.66,Papaya
34.35,114.864,180.71,199.61,8.09,140.86,170.12,175.14,41.46,Onion
59.73,129.284,131.45,137.26,7.88,70.83,20.49,145.74,66.17,Onion
